id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
wickf102,Wickware,Frank,R,R,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916
allem102,Allen,Major,?,R,NYL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
andec102,Anderson,C.,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
archl101,Archer,Luke,?,?,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
arumj101,Arumis,Joaquin,L,R,KCM,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19200801,19200801,1920
ash-r101,Ash,Rudolph,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
bankf102,Banks,F.,L,L,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
barbj103,Barber,Jesse,L,R,ACY,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19200829,19200829,1920
bauch101,Bauchman,Harry,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
benns101,Bennett,Sam,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
blacc102,Blackwell,Charlie,L,L,SLG,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19201004,19201005,1920
blach101,Blackburn,Hugh,?,L,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
boyde101,Boyd,Eddie,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
broos101,Brooks,Sidney,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
browc106,Brown,Country,L,R,ACY,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19200711,19200829,1920
browd104,Brown,Dave,L,L,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
browj111,Brown,Jim,B,R,CAG,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
burgp103,Burgett,P.,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
carrg101,Carr,George,B,R,KCM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
carrw101,Carr,Wayne,R,R,SLG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19201005,19201005,1920
casej102,Casey,Joe,?,L,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
charo101,Charleston,Oscar,L,L,SLG,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19201004,19201005,1920
clemv101,Clemons,Verne,R,R,SLN,114,0,0,0,105,0,0,0,0,0,0,0,0,0,12,0,19200414,19201005,1920
cobbl101,Cobb,Lorenza,?,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
craws102,Crawford,Sam,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
croww102,Crowder,Will,?,?,NYL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19200829,19200829,1920
culvc101,Culver,Charlie,?,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
currr101,Curry,Reuben,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
danal101,Danage,Lunie,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
daviu103,Davis,,?,?,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
day-c102,Day,Connie,R,R,SLG,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19201004,19201005,1920
deasy101,Deas,Yank,R,R,ACY,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
demob102,DeMoss,Bingo,R,R,CAG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
dillp101,Dillhoefer,Pickles,R,R,SLN,78,0,0,0,74,0,0,0,0,0,0,2,2,0,3,3,19200417,19201005,1920
dixog101,Dixon,George,L,R,CAG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
doakb101,Doak,Bill,R,R,SLN,39,39,37,2,0,0,0,0,0,0,0,0,0,0,0,0,19200414,19200925,1920
donaj105,Donaldson,John,L,L,KCM,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19200801,19200801,1920
drakb101,Drake,Bill,R,R,SLG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19201004,19201004,1920
dudld101,Dudley,Doc,L,?,SLG,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19201004,19201005,1920
evanf102,Evans,Frank,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
everu101,Evers,,?,?,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
ewinb103,Ewing,Buck,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
farrl101,Farrell,Luther,L,L,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
fialg101,Fiall,George,?,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
finnj101,Finner,John,R,R,SLG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19201004,19201004,1920
forez101,Foreman,Zack,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
fourj101,Fournier,Jack,L,R,SLN,143,0,0,0,0,140,0,0,0,0,0,0,0,0,5,0,19200414,19201005,1920
gansj101,Gans,Judy,L,L,CAG,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19200801,19200801,1920
gardj102,Gardner,Jelly,L,R,CAG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19200801,19200801,1920
gateb101,Gatewood,Bill,R,R,SLG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19201005,19201005,1920
gerhu101,Gerhart,,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
gilhg101,Gilham,George,R,R,SLN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19200924,19200924,1920
glenb101,Glenn,Bob,R,R,SLN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19200727,19200817,1920
goodm102,Goodwin,Marv,R,R,SLN,32,32,12,20,0,0,0,0,0,0,0,0,0,0,0,0,19200414,19200924,1920
goodu101,Goodman,,?,?,NYL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
gordb101,Gordon,Bus,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
granl101,Grant,Leroy,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
grayc103,Gray,Chappie,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
griet102,Griesenbeck,Tim,R,R,SLN,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,19200911,19200924,1920
hainj101,Haines,Jesse,R,R,SLN,49,48,38,10,0,0,0,0,0,0,0,0,0,0,2,0,19200414,19201005,1920
handb102,Handy,Bill,?,R,ACY,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
harpc101,Harper,Chick,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
heatc101,Heathcote,Cliff,L,L,SLN,133,0,0,0,0,0,0,0,0,12,62,57,129,0,7,1,19200414,19201003,1920
herrm103,Herring,Mose,?,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
hewij102,Hewitt,Joe,L,R,SLG,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19201004,19201005,1920
hickf101,Hicks,Fred,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
hilll101,Hill,Lee,?,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
hocke101,Hock,Ed,L,L,SLN,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19200708,19200708,1920
holte101,Holtz,Eddie,R,R,SLG,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19201004,19201005,1920
hornr101,Hornsby,Rogers,R,R,SLN,149,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,19200414,19201003,1920
houst102,Houston,Tick,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
hutto101,Hutt,Oscar,R,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
jacoe101,Jacobs,Elmer,R,R,SLN,23,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,19200419,19200903,1920
janvh101,Janvrin,Hal,R,R,SLN,89,0,0,0,0,25,12,0,22,16,4,0,20,0,12,9,19200414,19201005,1920
jenkf102,Jenkins,Fats,L,L,NYL,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,19200711,19200829,1920
johnc108,Johnson,Cannonball,L,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
johnh102,Johnson,Heavy,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
johnt105,Johnson,Tom,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
kennd102,Kennard,Dan,R,R,SLG,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19201004,19201005,1920
kimeh101,Kime,Hal,L,L,SLN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19200619,19200727,1920
kindb101,Kindle,Bill,?,R,NYL,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
kircm101,Kircher,Mike,B,R,SLN,9,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,19200801,19200918,1920
knodm101,Knode,Mike,R,R,SLN,42,0,0,0,0,0,3,2,2,3,0,7,10,0,25,2,19200628,19200926,1920
lavad101,Lavan,Doc,R,R,SLN,144,0,0,0,0,0,0,0,140,0,0,0,0,0,4,0,19200417,19201005,1920
lighc101,Lightner,Charley,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
lindc105,Lindsay,Clarence,B,R,NYL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19200829,19200829,1920
lundd103,Lundy,Dick,B,R,ACY,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19200711,19200829,1920
lyong101,Lyons,George,R,R,SLN,8,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,19200906,19201004,1920
lyonj101,Lyons,Jimmie,L,L,SLG,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19201004,19201005,1920
mackb102,Mackey,Biz,B,R,SLG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19201004,19201004,1920
malad101,Malarcher,Dave,B,R,CAG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19200801,19200801,1920
marco101,Marcell,Oliver,R,R,ACY,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19200711,19200829,1920
marsj103,Marshall,Jack,R,R,CAG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
may-j102,May,Jakie,R,L,SLN,16,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,19200414,19200828,1920
mcadt101,McAdoo,Tullie,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
mccal102,McCarty,Lew,R,R,SLN,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,19200728,19200803,1920
mchea101,McHenry,Austin,R,R,SLN,139,0,0,0,0,0,0,0,0,78,62,0,135,0,8,0,19200414,19201005,1920
mcnah101,McNair,Hurley,L,L,KCM,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19200801,19200801,1920
meanl101,Means,Lewis,R,R,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
medel101,Mederos,Lico,R,R,ACY,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19200711,19200829,1920
mendj101,Mendez,Jose,R,R,KCM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
mongs101,Mongin,Sam,R,R,NYL,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19200711,19200829,1920
moord102,Moore,Dobie,R,R,KCM,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19200801,19200801,1920
moore104,Moore,Eugene,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
mothd101,Mothell,Dink,B,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
mothd101,Mothell,Dink,B,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
muelh102,Mueller,Heinie,L,L,SLN,4,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,19200925,19201003,1920
nolau101,Nolan,,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
norme101,Norman,Elbert,?,R,NYL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19200829,19200829,1920
nortl101,North,Lou,R,R,SLN,26,24,6,18,0,0,0,0,0,0,0,0,0,0,2,0,19200618,19201003,1920
oldhj102,Oldham,Jimmy,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
ormec101,Orme,Clarence,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
perrc102,Perry,Carlisle,?,R,NYL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19200829,19200829,1920
pettb102,Pettus,Bill,L,R,NYL,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
pierb104,Pierce,Bill,R,R,ACY,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
poles101,Poles,Spottswood,B,R,NYL,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19200711,19200829,1920
portb103,Portuondo,Bartolo,R,R,KCM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19200801,19200801,1920
pughj101,Pugh,Johnny,?,R,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
ray-o101,Ray,Otto,?,R,KCM,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,19200801,19200801,1920
reava101,Reavis,Al,?,?,NYL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
reddd101,Redding,Dick,R,R,ACY,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
reesj102,Reese,John,R,?,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
riggb101,Riggins,Bill,B,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
rodrv101,Rodriguez,Vicente,?,R,KCM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
rogab101,Rogan,Bullet,R,R,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
rojoj101,Rojo,Julio,B,R,ACY,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
rollc101,Rolling,Carl,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
ryanr102,Ryan,Red,R,R,ACY,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
schib101,Schindler,Bill,R,R,SLN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19200903,19200903,1920
schuf102,Schupp,Ferdie,R,L,SLN,39,38,37,1,0,0,0,0,0,0,0,0,0,0,0,1,19200415,19201002,1920
schuj101,Schultz,Joe,R,R,SLN,101,0,0,0,0,0,0,0,0,4,0,79,82,0,27,0,19200414,19201005,1920
schuw103,Schulz,Walt,R,R,SLN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19200708,19200924,1920
scotb101,Scott,Bob,L,L,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
scotg101,Scott,George,R,R,SLN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19200817,19200913,1920
shawu101,Shaw,,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
sherb101,Sherdel,Bill,L,L,SLN,49,43,7,36,0,0,0,0,0,0,0,0,0,0,10,0,19200416,19201003,1920
shivg101,Shively,George,L,L,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
shotb101,Shotton,Burt,L,R,SLN,62,0,0,0,0,0,0,0,0,42,2,6,49,0,9,5,19200414,19201003,1920
smith114,Smith,Herbert,?,L,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
smitj106,Smith,Jack,L,L,SLN,91,0,0,0,0,0,0,0,0,18,47,18,83,0,9,5,19200417,19200927,1920
smitr112,Smith,Red Eagle,?,?,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
stewu102,Stewart,,?,?,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
stocm101,Stock,Milt,R,R,SLN,157,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,19200414,19201005,1920
taylu101,Taylor,,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
thomj103,Thomas,Jules,R,R,NYL,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19200711,19200829,1920
thomu102,Thomas,,?,?,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
toril101,Torian,Lonnie,?,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
torrc101,Torriente,Cristobal,L,L,CAG,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19200801,19200801,1920
treah101,Treadwell,Harold,?,R,ACY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19200711,19200711,1920
tuero101,Tuero,Oscar,R,R,SLN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19200414,19200419,1920
wadel101,Wade,Lee,?,R,NYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
walld104,Wallace,Dick,R,R,SLG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19201004,19201004,1920
warff101,Warfield,Frank,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
washe101,Washington,Edgar,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
whitb110,White,Burlin,?,R,NYL,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19200829,19200829,1920
wickf102,Wickware,Frank,R,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
wiled101,Wiley,Doc,R,R,NYL,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
willb107,Williams,Bobby,R,R,CAG,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19200801,19200801,1920
willj109,Williams,Joe,R,R,NYL,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19200711,19200829,1920
wills103,Williams,String Bean,?,R,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
willt104,Williams,Tom,R,R,CAG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19200801,19200801,1920
abree101,Abreu,Eufemio,R,R,CNN,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19210424,19210612,1921
ainse101,Ainsmith,Eddie,R,R,SLN,27,0,0,0,23,1,0,0,0,0,0,0,0,0,4,0,19210808,19211002,1921
albra101,Albritton,Alex,L,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
alexk101,Alexander,Koke,?,?,CB1,4,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,19210430,19210709,1921
alexk101,Alexander,Koke,?,?,CG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
allet102,Allen,Toussaint,R,L,HIL,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19210703,19211015,1921
bailb101,Bailey,Bill,L,L,SLN,19,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,19210624,19211002,1921
ballw102,Ball,Walter,R,R,CG1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19210620,19210620,1921
barbj103,Barber,Jesse,L,R,ACY,3,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,19210507,19210731,1921
barob101,Baro,Bernardo,L,L,CNN,4,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,19210424,19210612,1921
bauch101,Bauchman,Harry,R,R,CG1,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19210430,19210719,1921
beckj104,Beckwith,John,R,R,CG1,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19210430,19210719,1921
bellc102,Bell,Cliff,R,R,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19210725,19210725,1921
benng101,Bennette,George,L,?,CB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
benng101,Bennette,George,L,?,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
benns101,Bennett,Sam,R,R,SLG,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,19210710,19211010,1921
bingb101,Bingham,Bingo,?,?,CG1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19210430,19210522,1921
blacc102,Blackwell,Charlie,L,L,SLG,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,19210629,19211010,1921
blatf101,Blattner,Frank,?,R,KCM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19210612,19210612,1921
boadl101,Boada,Lucas,R,R,CNN,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19210522,19210612,1921
brewm101,Brewer,McKinley,?,?,CG1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19210430,19210501,1921
brigo101,Briggs,Otto,L,R,HIL,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,19210703,19211015,1921
britg103,Britt,George,R,R,CB1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19210430,19210709,1921
britg103,Britt,George,R,R,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
broos101,Brooks,Sidney,R,R,SLG,3,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,19211003,19211010,1921
browc106,Brown,Country,L,R,ACY,3,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,19210507,19210731,1921
browd104,Brown,Dave,L,L,CAG,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19210507,19211012,1921
browe105,Brown,Elmer,?,?,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
browg103,Brown,George,?,R,CB1,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19210430,19210709,1921
browg103,Brown,George,?,R,DT1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19210905,19210905,1921
browj111,Brown,Jim,B,R,CAG,10,0,0,0,7,1,0,0,0,0,1,1,2,0,0,0,19210509,19211013,1921
browj116,Brown,J.,?,?,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
browm104,Brown,Maywood,?,?,IN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
browu102,Brown,,?,R,CG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
burgl101,Burgee,Louis,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
busbm101,Busby,Maurice,?,L,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
byrdo101,Byrd,Ollie,?,?,CG1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19210522,19210522,1921
carrg101,Carr,George,B,R,KCM,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,19210507,19210725,1921
carrw101,Carr,Wayne,R,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
chamg101,Chamberlain,Guy,?,?,STA,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,19210716,19210716,1921
charo101,Charleston,Oscar,L,L,SLG,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,19210629,19211010,1921
clard107,Clark,Dell,?,R,SLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
clarm103,Clark,Morten,L,R,IN4,4,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,19210424,19210731,1921
clemv101,Clemons,Verne,R,R,SLN,122,0,0,0,112,0,0,0,0,0,0,0,0,0,13,0,19210413,19211010,1921
cockp101,Cockrell,Phil,R,R,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
cockp101,Cockrell,Phil,R,R,HIL,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19210905,19211013,1921
colea101,Coleman,Arthur,?,L,CB1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19210430,19210501,1921
coopa101,Cooper,Andy,R,L,DT1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19210709,19210709,1921
cordp101,Cordova,Pete,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
craws102,Crawford,Sam,R,R,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19210509,19210509,1921
crumj101,Crump,James,?,?,HIL,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19211005,19211015,1921
cummc102,Cummings,Chance,R,R,HIL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19210703,19210703,1921
currr101,Curry,Reuben,R,R,KCM,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19210507,19210725,1921
dalle101,Dallard,Eggie,L,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
danip102,Daniels,Pepper,R,R,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
davip104,Davis,Preacher,?,R,CB1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19210719,19210719,1921
day-c102,Day,Connie,R,R,IN4,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,19210424,19210731,1921
day-u101,Day,,?,?,CB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921
deasy101,Deas,Yank,R,R,ACY,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19210507,19210507,1921
